RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_SVC_E,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_F2,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_2,NOCALL_3,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5A,Q5B,Q6A,Q6B,Q6C,Q6D,Q6E,Q7A,Q7B,Q8,Q9A,Q9B,Q9C,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q11C1_CBZ,Q11D,Q11E,Q12A,Q12B,Q13,Q14A,Q14B,Q14C,Q15,Q16,Q17,Q18,Q19A,Q19B,Q20,Q21A,Q21B,Q22A,Q22B,Q22C,Q23,Q24,Q25,Q26,Q27A,Q27B,Q27C,Q28,Q29A,Q29B,Q30,Q31,Q32A,Q32B,Q33A,Q33B,Q33C,Q33D,Q33E,Q33F,Q33G,Q33H,Q33I,Q34A,Q34A1_CBZ,Q34B,Q35A,Q35B,Q35C,Q36A,Q36B,Q36C,Q37A,Q37B,Q37B1_CBZ,Q37C,Q37D,Q37E,Q37F,Q37G,Q37H,Q37I,Q37J,Q37K,Q37L_CBZ,Q38A,Q38B,Q38B1_CBZ,Q38C,Q38D,Q38E,Q38F,Q38G,Q38H,Q38I,Q38J,Q38K,Q38L_CBZ,Q39A,Q39B,Q40A,Q40B,Q40C,Q40D,Q41A,Q41B,Q41C,Q41D,Q41E,Q41F,Q41G,Q41H,Q42A,Q42B,Q42C,Q42D,Q43A,Q43B,Q43C,Q43D,Q43E,Q44A,Q44B,Q44C,Q44D,Q44E,Q45PT1,Q45PT1OTHER,Q45PT2,Q45PT2OTHER,Q45PT3,Q45PT3OTHER,Q46A,Q46B,Q46C,Q46D,Q46E,Q46F,Q46G,Q46H,Q46I,Q46J,Q46K,Q46L,Q46M,Q46N,Q46O,Q46P_CBZ,Q46Q_CBZ,Q47A,Q47B,Q47B1_CBZ,Q47C,Q48A,Q48A1_CBZ,Q48B,Q49A,Q49B,Q50A,Q50B,Q50C,Q51A,Q51B,Q52A,Q52B,Q53A,Q53B,Q53C,Q54,Q55A,Q55B,Q55C,Q56A,Q56B,Q56C,Q57A,Q57B,Q58A,Q58B,Q58C,Q59,Q60,Q61A,Q61B,Q61C,Q62,Q63A,Q63B,Q63C,Q64A,Q64B,Q65A,Q65B,Q66A,Q66B,Q67A,Q67B,Q68A,Q68B,Q69,Q70A,Q70B,Q70C,Q70D,Q71,Q72A,Q72B,Q72C,Q72D,Q72E,Q73A,Q73B,Q73C,Q73D,Q74A,Q74B,Q74C,Q74D,Q74E,Q75,Q76A,Q76B,Q76C,Q77,Q78A,Q78B,Q78C,Q78C1,Q78C2_CBZ,Q78D,Q78E,Q78F,Q79A_CBZ,Q79B_CBZ,Q80_CBZ,Q81A_CBZ,Q81B_CBZ,Q81C_CBZ,Q81D_CBZ,Q81E_CBZ,Q81F_CBZ,Q81G_CBZ,Q81H_CBZ,Q82A_CBZ,Q82B_CBZ,Q82C_CBZ,Q83A_CBZ,Q83B_CBZ,Q83C_CBZ,Q83COTHER_CBZ,Q84A,Q84AOTHER,Q84B,Q84C,Q84D,Q84E,Q85A,Q85B,Q86A,Q86B,Q86C,Q86D,Q86E,Q86F,Q87A,Q87B,Q87C,Q87D,Q87E,Q88A,Q88B,Q89A,Q89B,Q89BOTHER,Q90A,Q90B,Q90C,Q90D,Q90E,Q90F,Q90G,Q90H,Q90I,Q91A,Q91B,Q91C,Q92A,Q92B,Q93A,Q93B,Q93BOTHER,Q93C,Q94,Q95,Q95OTHER,Q96,Q96OTHER,Q97,ENDTIME,LENGTH,LENGTH_INT,Q100,Q101,Q101OTHER,Q102,Q102OTHER,Q103,Q104,Q105,Q106A,Q106B,Q106C,Q106D,Q106E,Q107,Q109A,Q109B,Q109C,Q109D,Q109E,Q109F,Q111,Q112,Q113,Q114,Q115,Q115OTHER,Q116,Q116OTHER,Q117,Q118_1,Q118_2,Q118_3,Q118_4,Q118OTHER,withinwt_ea,withinwt_hh
CBZ0664,2,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,2,5,1,2023-07-05,12:47:00,21,1780,,2,5,4,3,3,0,4,2,0,1,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,2,3,3,4,0,3,4,4,2,1,1,3,1,5,2,5,5,5,1,2,3,1,3,4,1,1,4,4,1,1,1,2,0,0,0,0,3,2,3,1,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,2,3,3,3,1,1,1,1,1,1,1,1,3,0,0,2,0,1,2,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,4,5,5,5,3,16,ÉLECTRICITÉ,4,PAUVRETÉ,3,CHÔMAGE,4,1,1,4,1,4,1,1,1,2,1,1,4,4,3,4,4,1,1,1,1,0,0,0,5,5,1,1,1,5,1,3,3,3,4,1,4,1,1,1,1,1,1,2,2,1,7,97,1,3,0,0,0,4,1,1,1,4,4,0,1,1,5,0,7,7,7,7,7,7,7,7,1,4,0,1,3,2,1,1,1,1,0,0,0,0,0,1,1,1,1,0,9,9,9,9,9,0,7,2,1,1,3,2,2,4,1,5,1,2,2,1,3,2,4,4,1,,1786,,0,2,1,1,2,3,0,3,3,1,0,0,1,1,1,1,3,1,3,0,9997,,0,0,0,0,0,2,0,4,0,8,3,3,0,7,1,0,,6,4,1,,9999,,99,13:39:00,52,0,2,1,,1781,,2,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ07,19,2,2,2,,1787,,7,2,1780,1781,9996,,0.906640139390601,1.511066898984335
CBZ0665,2,1783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,2,2,1,2023-07-05,12:58:00,37,2,,1,2,2,2,1,1,1,2,0,2,1,0,0,2,3,3,0,0,0,1,0,0,0,0,2,1,0,3,3,0,3,4,4,1,4,4,1,4,1,5,4,2,1,3,1,1,1,3,1,4,4,1,4,3,2,1,1,2,2,3,3,2,2,1,0,2,0,0,0,1,0,0,2,2,2,0,0,0,0,1,0,1,3,3,3,3,3,0,2,1,1,0,2,2,1,3,0,2,3,1,3,1,1,0,7,7,7,1,3,0,3,3,2,2,3,0,7,7,7,0,7,7,1,0,4,3,3,4,1,17,EAU,16,LE COURANT,13,LES ROUTES,2,1,1,2,1,3,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,0,0,3,2,4,3,2,1,5,3,3,3,3,3,1,4,3,2,2,1,1,1,2,2,0,1,1,2,1,0,0,1,1,1,2,2,1,1,0,1,3,3,0,7,7,7,7,7,7,7,7,1,4,1,4,3,5,5,4,4,5,4,0,0,0,0,2,1,1,1,3,5,1,1,2,4,0,7,3,4,4,4,4,5,5,5,4,5,4,5,1,3,3,3,2,5,,1787,,1,3,0,1,4,1,2,3,3,2,2,1,4,5,1,4,4,4,4,1,1790,,2,0,0,0,0,2,0,4,0,5,3,3,0,7,0,2,,3,4,2,,1790,,1,14:03:00,65,0,2,1,,2,,1,7,3,0,0,0,0,0,4,1,1,1,1,1,1,CBZ25,25,1,2,1781,,1787,,8,2,1780,1781,9996,,1.15095292400659,0.876916513528833
CBZ0666,2,1783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,1,2,1,2023-07-05,12:59:00,47,2,,1,1,1,3,3,2,2,2,0,3,0,0,1,4,4,4,0,0,0,2,2,2,2,2,2,0,0,3,2,0,3,4,1,1,4,4,1,4,1,5,1,1,1,3,1,4,1,1,1,1,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,3,4,4,4,4,20,LE GOUVERNEMENT DEVRAIT S'ATTAQUER AU PROBLÈME DE SANTE,16,LE GOUVERNEMENT DEVRAIT S'ATTAQUER AU PROBLÈME D'ÉLECTRICITÉ,3,LE GOUVERNEMENT DEVRAIT S'ATTAQUER AU PROBLÈME DE CHÔMAGE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,3,3,3,5,3,1,1,3,3,2,1,4,4,4,5,5,5,2,2,0,2,8,2,1,0,0,0,1,1,1,1,1,5,0,3,3,3,1,5,5,5,5,3,3,3,3,4,1,5,4,5,5,5,5,1,1,4,0,1,4,4,1,1,1,1,3,4,4,4,4,4,1,2,3,4,5,4,5,5,5,5,1,5,5,1,3,2,1,3,3,1,,1787,,1,5,1,1,4,3,2,3,2,2,2,2,3,3,3,3,3,3,5,0,9997,,2,0,0,0,0,2,1,0,0,8,3,2,0,7,0,3,,3,4,2,,9998,,1,14:01:00,62,0,1,1,,2,,2,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ26,51,1,2,1780,,1787,,8,2,1780,1781,9996,,1.15095292400659,0.876916513528833
CBZ0667,2,1786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,9997,9997,9997,2,5,1,2023-07-05,12:59:00,56,1781,,1,2,1,3,3,2,2,3,0,4,2,0,0,3,3,3,1,0,0,2,1,0,0,0,3,1,1,3,4,2,1,4,2,2,3,1,1,3,4,4,1,1,1,3,1,3,4,1,4,3,2,2,3,3,2,4,3,1,2,2,1,2,1,0,1,1,0,0,0,1,1,1,1,1,1,2,2,1,0,1,1,1,2,2,2,3,3,1,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,2,2,3,3,3,3,3,17,LE PROBLÈME D'EAU,11,LE PROBLÈME DE TRANSPORT,20,LE MANQUEMENT DES PRODUITS PHARMACEUTIQUES,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,3,3,3,4,1,2,2,4,3,3,2,2,3,2,2,1,1,2,2,1,7,97,2,1,1,1,1,2,1,1,1,1,1,0,2,2,3,0,7,7,7,7,7,7,7,7,1,2,5,4,1,4,4,4,4,4,3,1,0,1,0,1,0,0,0,2,4,2,3,2,1,0,7,3,4,2,2,2,2,4,4,4,4,4,4,3,3,3,2,2,1,,1787,,1,5,1,1,5,1,2,2,2,2,2,2,3,3,1,4,4,3,4,0,9997,,2,0,0,0,0,2,0,3,1,6,3,3,0,7,0,4,,1,4,1,,1790,,8,14:19:00,80,0,2,1,,1780,,2,4,1,0,0,0,0,0,3,1,1,1,1,2,1,CBZ27,28,1,1,1780,,1787,,8,2,1780,1781,9996,,0.724113511925132,0.998777257827768
CBZ0668,2,1786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,9997,9997,9997,1,2,1,2023-07-05,13:00:00,31,2,,1,4,4,2,3,2,1,2,0,2,2,1,1,4,4,4,1,1,0,2,1,0,0,0,2,1,2,3,1,1,3,2,2,2,3,3,2,3,5,4,2,2,2,3,2,4,2,2,2,2,3,1,3,2,3,3,4,1,3,2,3,2,0,1,3,3,0,0,1,3,0,0,2,3,2,0,0,0,0,1,0,0,2,2,1,2,1,1,3,3,2,2,2,1,1,3,1,0,0,1,3,3,0,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,1,0,3,3,4,3,4,3,LE MANQUE D'EMPLOI,16,LE PROBLÈME D'INSTALLATION ÉLECTRIQUE,14,LE MANQUE DU PERSONNEL SCOLAIRE ADÉQUAT,2,1,1,3,3,2,3,2,2,1,1,1,3,3,3,1,2,3,2,2,3,2,1,1,5,4,4,2,2,4,2,3,3,3,3,2,4,3,3,2,2,2,4,2,1,0,2,15,1,2,0,1,1,1,2,2,4,1,2,0,1,3,1,0,7,7,7,7,7,7,7,7,2,1,1,5,2,5,5,4,2,4,0,0,0,0,0,5,1,0,0,1,4,4,3,5,4,9,7,3,4,2,4,4,4,2,4,5,5,2,2,4,1,3,3,2,1,,1787,,2,3,1,1,5,2,1,3,2,2,1,1,4,4,1,3,3,4,5,0,9997,,0,0,0,0,0,2,0,4,0,7,3,2,0,7,2,3,,3,4,3,,1786,,2,14:11:00,72,0,1,1,,2,,2,1,1,0,0,0,0,0,4,1,1,1,2,1,1,CBZ29,22,2,2,2,,1786,,8,2,1780,1781,9996,,0.724113511925132,0.399510903131107
CBZ0669,2,1783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,1,3,1,2023-07-05,13:07:00,47,1781,,1,2,1,3,3,3,2,3,0,4,0,0,1,1,2,2,1,4,0,1,0,0,0,0,2,0,0,3,3,3,3,4,1,3,3,4,3,3,5,5,1,5,1,1,3,3,4,2,2,4,3,3,4,1,1,1,2,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,2,0,0,0,2,2,2,2,2,3,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,1,1,2,3,3,2,2,14,IL N Y PAS D'ÉCOLE DANS LA RÉGION,20,IL N Y A PAS D'HÔPITAL,13,LA ROUTE N EST PAS EN BON ÉTAT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,2,5,4,3,3,5,2,2,2,3,4,1,1,2,3,1,1,1,2,2,2,0,1,2,1,4,3,3,3,1,1,1,1,1,1,0,1,2,2,0,7,7,7,7,7,7,7,7,1,2,5,2,3,4,2,1,1,1,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,0,7,2,1,1,1,5,1,5,5,5,1,1,5,3,1,3,2,3,1,,1787,,2,3,1,1,5,1,2,3,2,2,2,2,3,3,3,3,3,3,4,0,9997,,0,0,0,0,0,2,0,3,0,8,3,2,0,7,1,3,,3,1,0,,9997,,8,14:15:00,68,0,1,1,,1780,,2,9,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ24,25,1,1,1780,,1786,,8,2,1780,1781,9996,,1.15095292400659,1.31537477029325
CBZ0670,2,1783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,2,3,1,2023-07-05,13:12:00,34,2,,1,2,1,1,1,2,3,4,2,4,0,0,1,1,2,1,3,3,1,1,0,0,0,0,3,0,1,0,1,2,1,4,1,1,4,4,1,4,5,5,5,1,1,3,1,4,4,1,1,1,4,4,1,2,1,3,3,2,2,2,0,2,1,1,1,2,0,0,0,0,1,0,0,0,1,2,0,0,0,2,1,2,0,2,2,3,3,2,3,3,3,3,2,2,2,3,0,0,3,2,1,3,1,1,4,2,2,1,4,3,3,3,3,3,3,1,4,3,3,1,4,3,3,3,1,4,5,4,3,13,MANQUE DE ROUTES,17,LE MANQUE D'EAU,3,LE MANQUE DE TRAVAIL,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3,5,4,1,3,4,3,5,3,2,3,1,3,4,1,2,1,1,5,5,2,2,0,3,97,3,2,2,1,0,2,2,4,5,1,5,0,1,1,1,1,5,4,5,2,2,3,3,3,1,2,5,5,2,3,1,4,5,1,4,0,0,0,0,5,1,1,0,2,1,3,1,1,4,0,7,2,4,5,4,5,5,4,5,1,2,5,1,3,4,4,2,1,1,,1787,,1,5,1,1,5,3,0,3,2,1,2,0,4,4,3,3,4,4,4,1,1781,,2,0,0,0,0,2,0,3,0,6,3,2,0,7,1,2,,1,5,12,,1781,,2,14:09:00,58,0,2,1,,2,,2,9,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ23,45,1,1,2,,1793,,7,2,9996,9996,9996,,1.15095292400659,1.31537477029325
CBZ0671,2,1786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,9997,9997,9997,2,5,1,2023-07-05,13:13:00,47,1781,,2,4,1,2,3,2,3,4,0,4,0,0,0,3,3,3,4,4,4,3,0,0,0,0,1,1,1,3,3,0,3,4,1,1,4,4,1,4,4,1,1,1,1,3,1,4,1,1,1,4,4,1,1,3,2,3,1,1,0,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,3,0,0,1,3,2,1,0,0,1,0,0,1,1,1,1,1,0,7,7,7,1,4,0,3,2,3,0,3,0,7,7,7,0,7,7,0,7,5,2,5,1,2,13,LE PROBLÈME DA LA ROUTE,20,LES CO CONDITIONS DE L'HÔPITAL,14,LE MANQUE DES ENSEIGNANTS,1,1,1,1,1,3,1,1,1,1,1,1,3,3,1,3,3,1,3,1,2,3,2,1,4,1,4,3,3,5,5,3,3,3,1,4,1,3,3,2,4,1,1,2,2,1,7,97,2,2,0,0,0,1,1,1,1,1,1,0,1,5,3,0,7,7,7,7,7,7,7,7,1,3,5,4,3,5,4,4,4,4,0,0,0,0,0,4,1,1,1,1,3,3,3,3,3,0,7,2,4,1,2,4,2,4,1,4,4,4,4,4,3,1,4,3,1,,1787,,0,5,1,1,4,1,3,3,3,2,3,3,3,3,1,5,5,5,5,1,1780,,1,1,1,0,0,1,7,0,0,8,3,3,0,7,0,3,,3,4,2,,1780,,1,14:19:00,66,0,2,1,,1780,,2,7,1,0,0,0,0,0,3,2,2,2,2,2,1,CBZ28,26,1,2,2,,1786,,8,2,1780,1781,9996,,0.724113511925132,0.998777257827768
CBZ0672,2,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,2,3,1,2023-07-05,13:38:00,33,1780,,1,1,1,3,3,1,1,3,0,3,0,0,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,3,9,3,3,3,1,2,4,2,2,3,2,4,2,5,1,3,1,3,1,1,4,4,3,2,2,3,2,3,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,0,0,2,2,2,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,4,4,4,4,4,19,MANQUE DE BOUTIQUES DANS NOTRE VILLAGE,16,PAS D'ÉLECTRICITÉ,13,MAUVAIS ÉTAT DE NOTRE ROUTE,1,1,1,1,1,1,1,2,1,1,1,1,4,3,3,9,9,3,3,3,2,2,3,2,4,1,4,3,3,3,4,2,2,3,1,1,2,2,3,3,1,2,2,2,2,0,2,1,2,3,1,1,1,2,5,2,5,4,2,0,1,3,3,0,7,7,7,7,7,7,7,7,1,9,6,1,4,9,5,4,1,1,3,0,0,3,3,2,1,1,0,1,5,5,5,5,4,9,7,2,1,2,2,4,4,4,4,4,4,4,4,1,5,2,4,3,5,,1786,,1,5,1,1,4,2,3,3,3,3,3,3,5,5,1,5,5,5,5,0,9997,,1,0,1,0,0,2,1,4,3,8,3,3,0,7,0,3,,3,4,0,,1780,,1,14:27:00,49,0,2,1,,1781,,2,4,3,0,0,0,0,0,4,1,1,1,2,1,1,CBZ09,31,1,2,1780,,1787,,8,2,1780,1781,9996,,0.906640139390601,0.906640139390601
CBZ0673,2,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,1,2,1,2023-07-05,13:47:00,28,2,,1,1,1,2,2,1,4,2,0,2,0,0,2,1,1,1,4,4,0,0,0,0,0,0,1,0,0,3,1,3,0,4,1,1,4,4,1,4,1,4,1,1,1,3,1,4,1,1,1,1,4,1,1,1,2,3,1,3,3,3,3,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,1,5,5,5,5,2,PROBLÈME DES RETRAITÉS,14,ÉDUCATION DES CADRES,3,MANQUE D'EMPLOIS,2,2,1,1,1,1,2,2,2,1,1,1,3,3,3,3,3,1,1,1,1,1,1,2,4,4,3,3,3,3,1,2,2,2,2,2,4,3,3,3,2,2,2,2,2,1,7,97,2,3,1,1,1,1,5,5,5,1,2,0,3,3,3,1,3,4,4,3,3,3,3,3,2,2,6,4,3,3,4,4,4,4,0,0,0,0,0,2,1,1,1,3,5,5,5,5,5,9,7,9,4,5,2,4,4,4,4,4,4,4,4,1,5,1,3,3,2,,1786,,1,2,1,1,2,1,2,3,2,3,2,2,5,5,1,5,5,5,5,0,9997,,2,0,0,0,0,2,0,3,0,8,3,3,0,7,0,0,,1,5,0,,1781,,1,15:07:00,80,0,1,1,,2,,2,4,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ07,19,2,2,2,,1787,,7,2,1780,1781,9996,,0.906640139390601,0.604426759593734
CBZ0674,2,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,2,2,1,2023-07-05,13:52:00,19,1783,,2,2,4,4,4,0,0,0,0,2,2,0,0,2,3,4,1,2,1,3,1,1,2,2,2,2,2,3,4,0,1,3,2,3,2,2,3,3,4,4,2,2,2,3,2,3,3,2,2,3,3,2,3,3,2,2,4,0,0,0,2,1,0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,7,7,7,1,2,1,1,1,0,1,3,0,7,7,7,0,7,7,2,2,3,3,3,3,3,14,L'ÉTAT DOIT PENSER A VENIR FINIR LA CONSTRUCTION DE L'ÉCOLE,13,ARRANGER LA ROUTE,16,IL N'A PAS LE COURANT,3,3,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,2,1,1,4,4,4,1,1,5,3,3,2,3,4,4,3,3,3,3,2,1,1,2,2,1,7,97,4,4,1,2,2,4,4,4,4,4,2,0,1,4,4,0,7,7,7,7,7,7,7,7,2,3,5,4,1,5,4,4,4,2,3,0,0,0,0,2,1,1,0,0,3,3,3,3,3,0,7,2,2,2,1,4,4,4,2,4,4,4,2,1,2,5,4,3,1,,1786,,0,2,1,1,2,1,2,3,2,2,2,2,4,4,1,4,4,5,5,0,9997,,0,0,0,0,0,2,0,4,0,8,3,0,0,7,0,1,,5,4,13,,1780,,1,14:45:00,53,0,2,1,,1781,,3,4,3,0,0,0,0,0,4,1,1,1,1,1,1,CBZ08,32,2,2,2,,1787,,8,2,1780,1781,9996,,0.906640139390601,0.604426759593734
CBZ0675,2,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,1,2,1,2023-07-05,14:03:00,40,1783,,1,1,1,3,3,4,3,3,2,3,0,0,1,3,3,3,4,4,0,0,1,1,0,2,3,0,0,3,4,1,3,3,2,2,3,3,1,1,5,1,2,1,2,3,2,3,2,2,2,3,3,2,3,1,2,3,3,3,3,1,3,1,0,3,1,3,1,0,0,0,0,0,1,2,0,1,1,0,1,1,2,1,2,2,1,3,0,1,2,1,2,2,2,1,2,1,1,1,1,2,1,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,2,3,3,2,16,MANQUE D'ÉLECTRICITÉ,17,MANQUE D'EAU,20,MANQUE D'HÔPITAL,1,1,1,1,1,3,1,1,1,3,1,1,3,3,1,3,3,2,2,2,4,1,0,2,2,3,4,1,1,3,1,2,3,4,1,4,2,3,2,2,1,1,1,2,2,1,7,97,4,3,0,0,1,1,2,5,2,3,1,0,1,4,3,0,7,7,7,7,7,7,7,7,1,2,2,3,3,4,4,4,4,2,2,0,0,0,0,4,1,1,1,1,4,3,3,4,4,0,7,3,1,1,4,4,4,2,4,2,4,4,4,1,1,4,4,2,1,,1786,,0,5,1,1,4,3,2,3,2,3,2,2,4,4,1,4,4,3,5,1,1780,,2,0,0,0,0,2,0,3,0,8,3,3,0,7,0,3,,3,4,0,,1780,,8,14:57:00,54,0,1,1,,1781,,2,1,4,0,0,0,0,0,4,1,1,1,3,1,1,CBZ10,23,2,2,2,,1787,,8,2,1780,9996,9996,,0.906640139390601,0.604426759593734
CBZ0676,2,1783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,1,2,1,2023-07-05,14:10:00,65,2,,1,2,4,3,1,0,0,1,0,0,0,0,1,3,2,4,1,1,0,0,1,0,0,0,0,1,0,3,4,0,3,2,1,1,3,4,4,2,5,4,1,4,1,3,1,4,2,1,1,4,4,1,4,3,2,3,2,2,1,1,3,2,3,1,0,1,0,0,0,1,0,0,2,3,1,0,0,0,0,1,0,1,3,3,1,1,1,0,3,2,2,1,1,2,3,3,2,1,2,1,3,2,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,2,1,4,4,3,3,2,16,L'ÉLECTRICITÉ,13,L'ÉTAT DE NOS ROUTES,17,PROBLÈME D'EAU,1,1,1,2,1,3,1,1,1,1,2,1,3,3,1,3,2,1,1,1,3,3,2,3,4,4,4,1,1,5,3,2,2,3,1,3,1,3,2,2,1,1,1,2,2,0,1,8,1,2,0,1,0,1,1,4,2,1,1,0,1,3,3,0,7,7,7,7,7,7,7,7,1,4,5,4,3,5,5,4,2,1,4,0,0,0,0,2,1,1,0,3,5,3,3,3,3,0,7,3,1,1,4,5,2,4,4,4,5,5,5,1,3,1,3,2,4,,1786,,1,5,0,1,5,3,2,3,3,2,2,1,4,4,1,4,4,3,4,0,9997,,2,0,2,0,0,2,0,4,0,5,3,2,0,7,0,5,,1,5,9,,9997,,1,15:13:00,62,0,1,1,,2,,1,7,1,0,0,0,0,0,4,1,1,1,2,1,1,CBZ25,25,1,2,1781,,1787,,8,2,1780,1781,9996,,1.15095292400659,0.876916513528833
